reference;polymer_type;polymer_type_style;polymer_architecture;polymerisation_type;SMILES_start_group;SMILES_end_group;SMILES_repeating_unitA;molpercent_repeating_unitA;SMILES_repeating_unitB;molpercent_repeating_unitB;SMILES_repeating_unitC;molpercent_repeating_unitC;SMILES_repeating_unitD;molpercent_repeating_unitD;SMILES_repeating_unitE;molpercent_repeating_unitE;Mn;Mw;PDI;mass_characterisation_method;mass_characterisation_standart;polymer_concentration_mass_conc;polymer_concentration_wpercent;additive1;additive1_concentration_molar;additive1_concentration_weight_percent;additive2;additive2_concentration_molar;additive2_concentration_weight_percent;cloud_point;N/A;def_type;pH;identifier;comment;tacticity;rating
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,200;;;;;;;11500;20700;1,79;SEC(DMAc);PMMA;;0,010;;;;;;;32,10;;A;;PNIPAM-co-AA;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CC1);0,075;;;;;11700;22700;1,94;SEC(DMAc);PMMA;;0,010;;;;;;;43,00;;A;;PNIPAM-cycloprop-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCC1);0,075;;;;;12000;23100;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;44,00;;A;;PNIPAM-cyclobut-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCC1);0,075;;;;;12200;23400;1,92;SEC(DMAc);PMMA;;0,010;;;;;;;45,50;;A;;PNIPAM-cyclopent-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCCCC1);0,075;;;;;12500;24200;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;43,00;;A;;PNIPAM-cyclohept-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCCCCC1);0,075;;;;;12600;24600;1,95;SEC(DMAc);PMMA;;0,010;;;;;;;42,00;;A;;PNIPAM-cyclooct-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCC);0,075;;;;;12600;25100;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;48,00;;A;;PNIPAM-C3-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCC);0,075;;;;;12700;25800;2,02;SEC(DMAc);PMMA;;0,010;;;;;;;43,00;;A;;PNIPAM-C4-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC(C)(C)C);0,075;;;;;12900;26000;2,01;SEC(DMAc);PMMA;;0,010;;;;;;;47,00;;A;;PNIPAM-C4t-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCC);0,075;;;;;12900;26600;2,05;SEC(DMAc);PMMA;;0,010;;;;;;;41,00;;A;;PNIPAM-C5-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCCCC);0,075;;;;;13100;26900;2,05;SEC(DMAc);PMMA;;0,010;;;;;;;36,00;;A;;PNIPAM-C7-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCCCCC);0,075;;;;;13200;27400;2,07;SEC(DMAc);PMMA;;0,010;;;;;;;26,60;;A;;PNIPAM-C8-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,200;;;;;;;11500;20700;1,79;SEC(DMAc);PMMA;;0,005;;;;;;;33,00;;A;;PNIPAM-co-AA;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CC1);0,075;;;;;11700;22700;1,94;SEC(DMAc);PMMA;;0,005;;;;;;;45,00;;A;;PNIPAM-cycloprop-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCC1);0,075;;;;;12000;23100;1,93;SEC(DMAc);PMMA;;0,005;;;;;;;45,50;;A;;PNIPAM-cyclobut-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCC1);0,075;;;;;12200;23400;1,92;SEC(DMAc);PMMA;;0,005;;;;;;;47,00;;A;;PNIPAM-cyclopent-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCCCC1);0,075;;;;;12500;24200;1,93;SEC(DMAc);PMMA;;0,005;;;;;;;45,50;;A;;PNIPAM-cyclohept-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC1CCCCCCC1);0,075;;;;;12600;24600;1,95;SEC(DMAc);PMMA;;0,005;;;;;;;44,00;;A;;PNIPAM-cyclooct-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCC);0,075;;;;;12600;25100;1,99;SEC(DMAc);PMMA;;0,005;;;;;;;51,00;;A;;PNIPAM-C3-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCC);0,075;;;;;12700;25800;2,02;SEC(DMAc);PMMA;;0,005;;;;;;;44,50;;A;;PNIPAM-C4-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NC(C)(C)C);0,075;;;;;12900;26000;2,01;SEC(DMAc);PMMA;;0,005;;;;;;;49,00;;A;;PNIPAM-C4t-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCC);0,075;;;;;12900;26600;2,05;SEC(DMAc);PMMA;;0,005;;;;;;;42,00;;A;;PNIPAM-C5-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCCCC);0,075;;;;;13100;26900;2,05;SEC(DMAc);PMMA;;0,005;;;;;;;38,00;;A;;PNIPAM-C7-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,125;[CH2][CH](C(=O)NCCCCCCCC);0,075;;;;;13200;27400;2,07;SEC(DMAc);PMMA;;0,005;;;;;;;34,50;;A;;PNIPAM-C8-7.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NCCC);0,015;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;38,50;;A;;PNIPAM-C3-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NCCC);0,030;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;39,60;;A;;PNIPAM-C3-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,140;[CH2][CH](C(=O)NCCC);0,060;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;46,20;;A;;PNIPAM-C3-6;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,080;[CH2][CH](C(=O)NCCC);0,120;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;53,50;;A;;PNIPAM-C3-12;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NCCC);0,150;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;57,40;;A;;PNIPAM-C3-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NCCC);0,200;;;;;;;N/A;N/A;1,99;SEC(DMAc);PMMA;;0,010;;;;;;;58,00;;A;;PNIPAM-C3-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NCCCC);0,015;;;;;N/A;N/A;2,02;SEC(DMAc);PMMA;;0,010;;;;;;;37,70;;A;;PNIPAM-C4-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NCCCC);0,030;;;;;N/A;N/A;2,02;SEC(DMAc);PMMA;;0,010;;;;;;;39,50;;A;;PNIPAM-C4-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NCCCC);0,150;;;;;N/A;N/A;2,02;SEC(DMAc);PMMA;;0,010;;;;;;;44,60;;A;;PNIPAM-C4-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NCCCC);0,200;;;;;;;N/A;N/A;2,02;SEC(DMAc);PMMA;;0,010;;;;;;;41,80;;A;;PNIPAM-C4-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NC(C)(C)C);0,015;;;;;N/A;N/A;2,01;SEC(DMAc);PMMA;;0,010;;;;;;;37,40;;A;;PNIPAM-C4t-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NC(C)(C)C);0,030;;;;;N/A;N/A;2,01;SEC(DMAc);PMMA;;0,010;;;;;;;38,50;;A;;PNIPAM-C4t-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NC(C)(C)C);0,150;;;;;N/A;N/A;2,01;SEC(DMAc);PMMA;;0,010;;;;;;;79,00;;A;;PNIPAM-C4t-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NC(C)(C)C);0,200;;;;;;;N/A;N/A;2,01;SEC(DMAc);PMMA;;0,010;;;;;;;83,00;;A;;PNIPAM-C4t-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NC1CC1);0,015;;;;;N/A;N/A;1,94;SEC(DMAc);PMMA;;0,010;;;;;;;34,70;;A;;PNIPAM-CYCLOPROP-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NC1CC1);0,030;;;;;N/A;N/A;1,94;SEC(DMAc);PMMA;;0,010;;;;;;;36,80;;A;;PNIPAM-CYCLOPROP-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NC1CC1);0,150;;;;;N/A;N/A;1,94;SEC(DMAc);PMMA;;0,010;;;;;;;44,00;;A;;PNIPAM-CYCLOPROP-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NC1CC1);0,200;;;;;;;N/A;N/A;1,94;SEC(DMAc);PMMA;;0,010;;;;;;;46,40;;A;;PNIPAM-CYCLOPROP-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NC1CCC1);0,015;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;35,20;;A;;PNIPAM-CYCLOBUT-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NC1CCC1);0,030;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;36,00;;A;;PNIPAM-CYCLOBUT-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NC1CCC1);0,150;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;44,00;;A;;PNIPAM-CYCLOBUT-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NC1CCC1);0,200;;;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;44,00;;A;;PNIPAM-CYCLOBUT-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NC1CCCC1);0,030;;;;;N/A;N/A;1,92;SEC(DMAc);PMMA;;0,010;;;;;;;39,50;;A;;PNIPAM-CYCLOPENT-3;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,140;[CH2][CH](C(=O)NC1CCCC1);0,060;;;;;N/A;N/A;1,92;SEC(DMAc);PMMA;;0,010;;;;;;;45,40;;A;;PNIPAM-CYCLOPENT-6;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,050;[CH2][CH](C(=O)NC1CCCC1);0,150;;;;;N/A;N/A;1,92;SEC(DMAc);PMMA;;0,010;;;;;;;49,30;;A;;PNIPAM-CYCLOPENT-15;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)NC1CCCC1);0,200;;;;;;;N/A;N/A;1,92;SEC(DMAc);PMMA;;0,010;;;;;;;46,30;;A;;PNIPAM-CYCLOPENT-20;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,185;[CH2][CH](C(=O)NC1CCCCCC1);0,015;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;35,60;;A;;PNIPAM-CYCLOHEPT-1.5;;;
10.1016/j.fuel.2016.10.075;random;;linear;FRP;[C](C)(C)(C#N);[C](C)(C)C#N;[CH2][CH](C(=O)NC(C)C);0,800;[CH2][CH](C(=O)O);0,170;[CH2][CH](C(=O)NC1CCCCCC1);0,030;;;;;N/A;N/A;1,93;SEC(DMAc);PMMA;;0,010;;;;;;;37,40;;A;;PNIPAM-CYCLOHEPT-3;;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;23,50;;C;;P2;;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;9800;;1,18;SEC(H2O);;;0,005;;;;;;;22,55;;C;;P4;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;14500;;1,19;SEC(H2O);;;0,005;;;;;;;21,63;;C;;P5;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,010;;;;;;;22,35;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,003;;;;;;;24,50;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,001;;;;;;;25,11;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,001;;;;;;;28,20;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,000;;;;;;;29,50;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,005;[Na+].[Cl-];0,1;;;;;21,90;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,005;[Na+].[Cl-];0,25;;;;;18,90;;C;;P2;read off diagram;;
10.1021/ma8006703;homo;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);1,000;;;;;;;;;5200;;1,12;SEC(H2O);;;0,005;[Na+].[Cl-];0,5;;;;;16,10;;C;;P2;read off diagram;;
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,975;[CH2][CH](C(=O)NCC(O)CO);0,025;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;24,50;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,944;[CH2][CH](C(=O)NCC(O)CO);0,056;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;27,00;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,934;[CH2][CH](C(=O)NCC(O)CO);0,066;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;29,20;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,890;[CH2][CH](C(=O)NCC(O)CO);0,110;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;32,00;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,865;[CH2][CH](C(=O)NCC(O)CO);0,135;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;34,80;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,849;[CH2][CH](C(=O)NCC(O)CO);0,151;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;35,20;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,800;[CH2][CH](C(=O)NCC(O)CO);0,200;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;40,30;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,738;[CH2][CH](C(=O)NCC(O)CO);26,200;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;45,60;;C;;P2;read off diagram, Mn assumed;;bad
10.1021/ma8006703;random;;linear;ATRP;[CH2](CC(=O)OC);[Cl];[CH2][CH](C(=O)NCC(OC1(C)(C))CO1);0,719;[CH2][CH](C(=O)NCC(O)CO);28,100;;;;;;;5200;;1,12;SEC(H2O);;;0,005;;;;;;;50,40;;C;;P2;read off diagram, Mn assumed;;bad
10.1016/j.polymer.2012.01.027;random;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);0,540;[CH2][C](C)(C(=O)OCCO);0,460;;;;;;;40000;;1,06;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;17,80;;0,05;8,46;PHD55;read off diagram;;
10.1016/j.polymer.2012.01.027;random;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);0,640;[CH2][C](C)(C(=O)OCCO);0,360;;;;;;;34000;;1,06;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;20,00;;0,05;8,46;PHD65;read off diagram;;
10.1016/j.polymer.2012.01.027;random;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);0,750;[CH2][C](C)(C(=O)OCCO);0,250;;;;;;;39000;;1,06;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;23,30;;0,05;8,46;PHD75;read off diagram;;
10.1016/j.polymer.2012.01.027;homo;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);1,000;;;;;;;;;41000;;1,04;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;34,45;;0,05;8,46;PDMAEMA;read off diagram;;
10.1016/j.polymer.2012.01.027;random;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);0,540;[CH2][C](C)(C(=O)OCCO);0,460;;;;;;;40000;;1,06;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;22,30;;0,05;8,31;PHD55;read off diagram;;
10.1016/j.polymer.2012.01.027;random;;linear;ATRP;[C](C)(C)(C(=O)OCC);[Br];[CH2][CH](C(=O)OCCN(C)C);0,640;[CH2][C](C)(C(=O)OCCO);0,360;;;;;;;34000;;1,06;SEC(DMF);;;0,010;C(C(=O)O)N;1;;;;;27,50;;0,05;8,31;PHD65;read off diagram;;
